station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SCH,2019-12-19 16:50,12.20,1.40,61.25,290.00,14.00,0.00,30.30,M,15.00,26.00,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,-4.36,KSCH 191650Z 29014G26KT 15SM FEW030 M11/M17 A3030,M
SCH,2019-12-19 18:45,15.80,1.40,52.31,290.00,14.00,0.00,30.31,M,15.00,28.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.28,KSCH 191845Z 29014G28KT 15SM CLR M09/M17 A3031,M
SCH,2019-12-19 20:45,15.80,3.20,56.86,280.00,15.00,0.00,30.33,M,15.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-0.22,KSCH 192045Z 28015G20KT 15SM CLR M09/M16 A3033,M
SCH,2019-12-19 21:45,14.00,1.40,56.58,290.00,13.00,0.00,30.35,M,15.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1.49,KSCH 192145Z 29013G22KT 15SM CLR M10/M17 A3035,M
SCH,2019-12-19 22:51,14.00,3.20,61.51,280.00,10.00,0.00,30.37,M,10.00,18.00,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,0.40,KSCH 192251Z 28010G18KT 10SM SCT120 M10/M16 A3037,M
SCH,2019-12-19 23:55,12.20,1.40,61.25,280.00,11.00,0.00,30.38,M,10.00,14.00,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,-2.56,KSCH 192355Z 28011G14KT 10SM SCT120 M11/M17 A3038,M
SCH,2019-12-20 00:50,12.20,3.20,66.58,280.00,10.00,0.00,30.40,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1.86,KSCH 200050Z 28010KT 10SM CLR M11/M16 A3040,M
SCH,2019-12-20 01:59,12.20,3.20,66.58,270.00,9.00,0.00,30.40,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1.11,KSCH 200159Z 27009KT 10SM CLR M11/M16 A3040,M
SCH,2019-12-20 02:48,12.20,3.20,66.58,290.00,14.00,0.00,30.39,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-4.36,KSCH 200248Z 29014G18KT 10SM CLR M11/M16 A3039 RMK LAST,M
SCH,2019-12-20 12:58,8.60,-2.20,60.72,300.00,10.00,0.00,30.55,M,15.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-6.38,KSCH 201258Z 30010G16KT 15SM CLR M13/M19 A3055 RMK FIRST,M
SCH,2019-12-20 14:45,12.20,-0.40,56.30,330.00,4.00,0.00,30.62,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.30,KSCH 201445Z 33004KT 15SM CLR M11/M18 A3062,M
SCH,2019-12-20 18:45,19.40,3.20,48.69,330.00,8.00,0.00,30.60,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.59,KSCH 201845Z 33008KT 15SM CLR M07/M16 A3060,M
SCH,2019-12-20 19:45,21.20,3.20,45.10,300.00,9.00,0.00,30.62,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.08,KSCH 201945Z 30009KT 15SM CLR M06/M16 A3062,M
SCH,2019-12-20 20:49,19.40,5.00,52.89,300.00,4.00,0.00,30.64,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.71,KSCH 202049Z 30004KT 15SM CLR M07/M15 A3064,M
SCH,2019-12-20 21:57,17.60,5.00,57.14,320.00,4.00,0.00,30.66,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.60,KSCH 202157Z 32004KT 10SM CLR M08/M15 A3066,M
SCH,2019-12-20 22:47,15.80,3.20,56.86,20.00,4.00,0.00,30.66,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.50,KSCH 202247Z 02004KT 10SM CLR M09/M16 A3066,M
SCH,2019-12-20 23:57,12.20,3.20,66.58,360.00,3.00,0.00,30.68,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.05,KSCH 202357Z 36003KT 10SM CLR M11/M16 A3068,M
SCH,2019-12-21 00:56,10.40,3.20,72.12,340.00,4.00,0.00,30.69,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.20,KSCH 210056Z 34004KT 10SM CLR M12/M16 A3069,M
SCH,2019-12-21 01:47,10.40,3.20,72.12,350.00,3.00,0.00,30.69,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.00,KSCH 210147Z 35003KT 10SM CLR M12/M16 A3069,M
SCH,2019-12-21 02:54,10.40,3.20,72.12,350.00,4.00,0.00,30.69,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.20,KSCH 210254Z 35004KT 10SM CLR M12/M16 A3069 RMK LAST,M
SCH,2019-12-21 12:45,6.80,1.40,78.01,0.00,0.00,0.00,30.65,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.80,KSCH 211245Z 00000KT 10SM CLR M14/M17 A3065 RMK FIRST,M
SCH,2019-12-21 13:45,8.60,3.20,78.18,0.00,0.00,0.00,30.64,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.60,KSCH 211345Z 00000KT 10SM CLR M13/M16 A3064,M
SCH,2019-12-21 15:45,12.20,6.80,78.51,0.00,0.00,0.00,30.60,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.20,KSCH 211545Z 00000KT 10SM CLR M11/M14 A3060,M
SCH,2019-12-21 16:45,17.60,8.60,67.28,0.00,0.00,0.00,30.53,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.60,KSCH 211645Z 00000KT 10SM CLR M08/M13 A3053,M
SCH,2019-12-21 17:45,19.40,8.60,62.28,0.00,0.00,0.00,30.51,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.40,KSCH 211745Z 00000KT 10SM CLR M07/M13 A3051,M
SCH,2019-12-21 18:47,19.40,10.40,67.51,0.00,0.00,0.00,30.49,M,10.00,M,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,19.40,KSCH 211847Z 00000KT 10SM BKN100 M07/M12 A3049,M
SCH,2019-12-21 19:54,21.20,12.20,67.73,320.00,3.00,0.00,30.47,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,16.34,KSCH 211954Z 32003KT 10SM OVC100 M06/M11 A3047,M
SCH,2019-12-21 20:56,21.20,12.20,67.73,0.00,0.00,0.00,30.45,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,21.20,KSCH 212056Z 00000KT 10SM SCT120 M06/M11 A3045,M
SCH,2019-12-21 21:49,21.20,10.40,62.53,0.00,0.00,0.00,30.44,M,10.00,M,OVC,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,21.20,KSCH 212149Z 00000KT 10SM OVC110 M06/M12 A3044,M
SCH,2019-12-21 22:48,21.20,14.00,73.32,0.00,0.00,0.00,30.44,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,21.20,KSCH 212248Z 00000KT 10SM OVC100 M06/M10 A3044,M
SCH,2019-12-21 23:50,19.40,12.20,73.13,30.00,3.00,0.00,30.44,M,10.00,M,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,14.28,KSCH 212350Z 03003KT 10SM SCT100 M07/M11 A3044,M
SCH,2019-12-22 00:50,17.60,10.40,72.93,360.00,4.00,0.00,30.44,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.60,KSCH 220050Z 36004KT 10SM CLR M08/M12 A3044,M
SCH,2019-12-22 01:50,15.80,10.40,78.84,0.00,0.00,0.00,30.44,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.80,KSCH 220150Z 00000KT 10SM CLR M09/M12 A3044 RMK LAST,M
SCH,2019-12-22 12:45,10.40,6.80,85.05,0.00,0.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.40,KSCH 221245Z 00000KT 10SM CLR M12/M14 A3032 RMK FIRST,M
SCH,2019-12-22 13:45,10.40,8.60,92.25,0.00,0.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.40,KSCH 221345Z 00000KT 10SM CLR M12/M13 A3032,M
SCH,2019-12-22 14:50,15.80,10.40,78.84,0.00,0.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.80,KSCH 221450Z 00000KT 10SM CLR M09/M12 A3032,M
SCH,2019-12-22 15:45,23.00,15.80,73.51,0.00,0.00,0.00,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.00,KSCH 221545Z 00000KT 10SM CLR M05/M09 A3027,M
SCH,2019-12-22 16:50,28.40,17.60,63.51,230.00,3.00,0.00,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.57,KSCH 221650Z 23003KT 10SM CLR M02/M08 A3022,M
SCH,2019-12-22 17:50,28.40,17.60,63.51,230.00,3.00,0.00,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.57,KSCH 221750Z 23003KT 10SM CLR M02/M08 A3021,M
SCH,2019-12-22 18:45,30.20,19.40,63.75,0.00,0.00,0.00,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.20,KSCH 221845Z 00000KT 10SM CLR M01/M07 A3020,M
SCH,2019-12-22 19:50,30.20,19.40,63.75,240.00,4.00,0.00,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.32,KSCH 221950Z 24004KT 10SM CLR M01/M07 A3019,M
SCH,2019-12-22 20:45,30.20,19.40,63.75,230.00,3.00,0.00,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.63,KSCH 222045Z 23003KT 10SM CLR M01/M07 A3018,M
SCH,2019-12-22 21:59,26.60,19.40,73.89,0.00,0.00,0.00,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.60,KSCH 222159Z 00000KT 10SM CLR M03/M07 A3017,M
SCH,2019-12-22 22:50,24.80,19.40,79.62,0.00,0.00,0.00,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.80,KSCH 222250Z 00000KT 10SM CLR M04/M07 A3015,M
SCH,2019-12-22 23:59,23.00,17.60,79.47,0.00,0.00,0.00,30.14,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.00,KSCH 222359Z 00000KT 10SM CLR M05/M08 A3014,M
SCH,2019-12-23 00:59,21.20,17.60,85.74,0.00,0.00,0.00,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.20,KSCH 230059Z 00000KT 10SM CLR M06/M08 A3015,M
SCH,2019-12-23 01:55,21.20,17.60,85.74,0.00,0.00,0.00,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.20,KSCH 230155Z 00000KT 10SM CLR M06/M08 A3015 RMK LAST,M
SCH,2019-12-23 12:45,15.80,14.00,92.44,0.00,0.00,0.00,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.80,KSCH 231245Z 00000KT 10SM CLR M09/M10 A3010 RMK FIRST,M
SCH,2019-12-23 14:45,28.40,23.00,79.92,0.00,0.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.40,KSCH 231445Z 00000KT 10SM CLR M02/M05 A3007,M
SCH,2019-12-23 15:45,30.20,26.60,86.28,270.00,4.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.32,KSCH 231545Z 27004KT 10SM CLR M01/M03 A3004,M
SCH,2019-12-23 16:45,37.40,28.40,69.67,260.00,3.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.86,KSCH 231645Z 26003KT 10SM CLR 03/M02 A2999,M
SCH,2019-12-23 19:51,46.40,30.20,53.00,260.00,3.00,0.00,29.91,M,15.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,45.15,KSCH 231951Z 26003KT 15SM FEW250 08/M01 A2991,M
SCH,2019-12-23 20:49,48.20,30.20,49.53,0.00,0.00,0.00,29.90,M,15.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,48.20,KSCH 232049Z 00000KT 15SM FEW250 09/M01 A2990,M
SCH,2019-12-23 21:48,42.80,30.20,60.79,0.00,0.00,0.00,29.89,M,15.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,42.80,KSCH 232148Z 00000KT 15SM FEW250 06/M01 A2989,M
SCH,2019-12-23 22:51,35.60,30.20,80.51,0.00,0.00,0.00,29.87,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.60,KSCH 232251Z 00000KT 10SM CLR 02/M01 A2987,M
SCH,2019-12-23 23:55,37.40,28.40,69.67,0.00,0.00,0.00,29.87,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.40,KSCH 232355Z 00000KT 10SM CLR 03/M02 A2987,M
SCH,2019-12-24 00:49,35.60,28.40,74.80,0.00,0.00,0.00,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.60,KSCH 240049Z 00000KT 10SM CLR 02/M02 A2990,M
SCH,2019-12-24 01:55,42.80,30.20,60.79,250.00,10.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.51,KSCH 240155Z 25010KT 10SM CLR 06/M01 A2994,M
SCH,2019-12-24 02:46,42.80,32.00,65.38,290.00,7.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.94,KSCH 240246Z 29007KT 10SM CLR 06/00 A2996 RMK LAST,M
SCH,2019-12-24 12:59,28.40,23.00,79.92,350.00,3.00,0.00,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.57,KSCH 241259Z 35003KT 10SM CLR M02/M05 A3017 RMK FIRST,M
SCH,2019-12-24 13:59,32.00,24.80,74.44,30.00,4.00,0.00,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,KSCH 241359Z 03004KT 10SM CLR 00/M04 A3021,M
SCH,2019-12-24 14:59,33.80,23.00,64.23,30.00,6.00,0.00,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.70,KSCH 241459Z 03006KT 10SM CLR 01/M05 A3022,M
SCH,2019-12-24 15:59,35.60,23.00,59.79,40.00,4.00,0.00,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.62,KSCH 241559Z 04004KT 10SM CLR 02/M05 A3022,M
SCH,2019-12-24 16:58,37.40,24.80,60.04,0.00,0.00,0.00,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.40,KSCH 241658Z 00000KT 10SM CLR 03/M04 A3019,M
SCH,2019-12-24 17:58,37.40,24.80,60.04,10.00,3.00,0.00,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.86,KSCH 241758Z 01003KT 10SM CLR 03/M04 A3019,M
SCH,2019-12-24 18:51,39.20,24.80,55.95,30.00,5.00,0.00,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.95,KSCH 241851Z 03005KT 10SM CLR 04/M04 A3019,M
SCH,2019-12-24 19:53,37.40,26.60,64.70,40.00,6.00,0.00,30.20,M,15.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,32.03,KSCH 241953Z 04006KT 15SM SCT250 03/M03 A3020,M
SCH,2019-12-24 20:49,35.60,24.80,64.46,60.00,5.00,0.00,30.19,M,15.00,M,FEW,SCT,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,30.67,KSCH 242049Z 06005KT 15SM FEW200 SCT250 02/M04 A3019,M
SCH,2019-12-24 21:47,32.00,23.00,69.04,40.00,4.00,0.00,30.20,M,15.00,M,FEW,BKN,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,27.42,KSCH 242147Z 04004KT 15SM FEW200 BKN250 00/M05 A3020,M
SCH,2019-12-24 22:55,30.20,21.20,68.83,10.00,4.00,0.00,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.32,KSCH 242255Z 01004KT 10SM CLR M01/M06 A3023,M
SCH,2019-12-24 23:47,30.20,21.20,68.83,20.00,5.00,0.00,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.26,KSCH 242347Z 02005KT 10SM CLR M01/M06 A3023,M
SCH,2019-12-25 00:51,28.40,21.20,74.08,360.00,3.00,0.00,30.25,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.57,KSCH 250051Z 36003KT 10SM CLR M02/M06 A3025,M
SCH,2019-12-25 01:47,28.40,19.40,68.61,10.00,4.00,0.00,30.25,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.22,KSCH 250147Z 01004KT 10SM CLR M02/M07 A3025,M
SCH,2019-12-25 02:51,24.80,19.40,79.62,0.00,0.00,0.00,30.25,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.80,KSCH 250251Z 00000KT 10SM CLR M04/M07 A3025 RMK LAST,M
SCH,2019-12-26 12:50,30.20,24.80,80.07,0.00,0.00,0.00,30.32,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,30.20,KSCH 261250Z 00000KT 10SM OVC120 M01/M04 A3032 RMK FIRST,M
SCH,2019-12-26 13:47,32.00,26.60,80.22,0.00,0.00,0.00,30.33,M,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,32.00,KSCH 261347Z 00000KT 10SM SCT110 00/M03 A3033,M
SCH,2019-12-26 14:45,32.00,24.80,74.44,0.00,0.00,0.00,30.35,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.00,KSCH 261445Z 00000KT 10SM CLR 00/M04 A3035,M
SCH,2019-12-26 15:59,33.80,24.80,69.25,20.00,3.00,0.00,30.35,M,10.00,M,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,30.75,KSCH 261559Z 02003KT 10SM SCT100 01/M04 A3035,M
SCH,2019-12-26 16:45,35.60,24.80,64.46,0.00,0.00,0.00,30.33,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.60,KSCH 261645Z 00000KT 10SM CLR 02/M04 A3033,M
SCH,2019-12-26 17:55,37.40,24.80,60.04,0.00,0.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.40,KSCH 261755Z 00000KT 10SM CLR 03/M04 A3032,M
SCH,2019-12-26 18:59,39.20,24.80,55.95,90.00,4.00,0.00,30.30,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.83,KSCH 261859Z 09004KT 10SM CLR 04/M04 A3030,M
SCH,2019-12-26 20:45,35.60,26.60,69.46,80.00,4.00,0.00,30.33,M,10.00,M,BKN,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,31.62,KSCH 262045Z 08004KT 10SM BKN026 02/M03 A3033,M
SCH,2019-12-26 22:45,35.60,24.80,64.46,0.00,0.00,0.00,30.34,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,35.60,KSCH 262245Z 00000KT 10SM OVC024 02/M04 A3034,M
SCH,2019-12-26 23:45,35.60,24.80,64.46,90.00,3.00,0.00,30.34,M,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,32.80,KSCH 262345Z 09003KT 10SM OVC021 02/M04 A3034,M
SCH,2019-12-27 00:45,37.40,30.20,74.98,160.00,3.00,0.00,30.35,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,34.86,KSCH 270045Z 16003KT 10SM OVC016 03/M01 A3035,M
SCH,2019-12-27 01:45,37.40,32.00,80.65,160.00,5.00,0.00,30.34,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,32.81,KSCH 270145Z 16005KT 10SM OVC016 03/00 A3034,M
SCH,2019-12-27 02:45,37.40,32.00,80.65,170.00,6.00,0.00,30.33,M,10.00,16.00,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,32.03,KSCH 270245Z 17006G16KT 10SM OVC020 03/00 A3033 RMK LAST,M
SCH,2019-12-27 12:47,39.20,39.20,100.00,190.00,6.00,0.00,30.19,M,10.00,M,OVC,M,M,M,400.00,M,M,M,M,M,M,M,M,M,M,34.20,KSCH 271247Z 19006KT 10SM OVC004 04/04 A3019 RMK FIRST,M
SCH,2019-12-27 13:49,39.20,39.20,100.00,0.00,0.00,0.00,30.18,M,10.00,M,OVC,M,M,M,400.00,M,M,M,M,M,M,M,M,M,M,39.20,KSCH 271349Z 00000KT 10SM OVC004 04/04 A3018,M
SCH,2019-12-27 14:46,39.20,39.20,100.00,0.00,0.00,0.00,30.17,M,10.00,M,OVC,M,M,M,400.00,M,M,M,M,M,M,M,M,M,M,39.20,KSCH 271446Z 00000KT 10SM OVC004 04/04 A3017,M
SCH,2019-12-27 16:59,41.00,41.00,100.00,0.00,0.00,0.00,30.09,M,5.00,M,OVC,M,M,M,600.00,M,M,M,BR,M,M,M,M,M,M,41.00,KSCH 271659Z 00000KT 5SM BR OVC006 05/05 A3009,M
SCH,2019-12-27 17:59,42.80,41.00,93.30,230.00,3.00,0.00,30.05,M,5.00,M,OVC,M,M,M,600.00,M,M,M,BR,M,M,M,M,M,M,41.03,KSCH 271759Z 23003KT 5SM BR OVC006 06/05 A3005,M
SCH,2019-12-27 18:45,41.00,41.00,100.00,200.00,3.00,0.00,30.04,M,5.00,M,BKN,OVC,M,M,600.00,2300.00,M,M,BR,M,M,M,M,M,M,38.98,KSCH 271845Z 20003KT 5SM BR BKN006 OVC023 05/05 A3004,M
SCH,2019-12-27 21:50,41.00,39.20,93.24,0.00,0.00,0.00,30.05,M,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,41.00,KSCH 272150Z 00000KT 10SM OVC021 05/04 A3005,M
SCH,2019-12-27 23:45,35.60,35.60,100.00,300.00,5.00,0.00,30.08,M,2.50,M,BKN,OVC,M,M,2200.00,2600.00,M,M,BR,M,M,M,M,M,M,30.67,KSCH 272345Z 30005KT 2 1/2SM BR BKN022 OVC026 02/02 A3008,M
SCH,2019-12-28 00:45,37.40,37.40,100.00,190.00,3.00,0.00,30.07,M,3.00,M,BKN,OVC,M,M,1500.00,2200.00,M,M,BR,M,M,M,M,M,M,34.86,KSCH 280045Z 19003KT 3SM BR BKN015 OVC022 03/03 A3007,M
SCH,2019-12-28 01:50,42.80,42.80,100.00,190.00,5.00,0.00,30.10,M,7.00,M,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,39.22,KSCH 280150Z 19005KT 7SM OVC009 06/06 A3010,M
SCH,2019-12-28 02:50,42.80,39.20,86.99,270.00,7.00,0.00,30.13,M,10.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,37.94,KSCH 280250Z 27007KT 10SM OVC015 06/04 A3013 RMK LAST,M
SCH,2019-12-28 12:49,37.40,35.60,93.14,290.00,6.00,0.00,30.21,M,15.00,M,BKN,OVC,M,M,1300.00,2800.00,M,M,M,M,M,M,M,M,M,32.03,KSCH 281249Z 29006KT 15SM BKN013 OVC028 03/02 A3021 RMK FIRST,M
SCH,2019-12-28 13:55,37.40,33.80,86.69,280.00,8.00,0.00,30.23,M,15.00,M,BKN,BKN,OVC,M,1500.00,2000.00,3000.00,M,M,M,M,M,M,M,M,30.76,KSCH 281355Z 28008KT 15SM BKN015 BKN020 OVC030 03/01 A3023,M
SCH,2019-12-28 14:55,37.40,33.80,86.69,290.00,8.00,0.00,30.25,M,15.00,M,SCT,OVC,M,M,2900.00,3400.00,M,M,M,M,M,M,M,M,M,30.76,KSCH 281455Z 29008KT 15SM SCT029 OVC034 03/01 A3025,M
SCH,2019-12-28 15:55,39.20,30.20,69.88,300.00,8.00,0.00,30.23,M,15.00,16.00,OVC,M,M,M,3400.00,M,M,M,M,M,M,M,M,M,M,32.98,KSCH 281555Z 30008G16KT 15SM OVC034 04/M01 A3023,M
SCH,2019-12-28 18:49,41.00,30.20,65.16,290.00,15.00,0.00,30.19,M,15.00,20.00,SCT,SCT,M,M,2800.00,25000.00,M,M,M,M,M,M,M,M,M,32.45,KSCH 281849Z 29015G20KT 15SM SCT028 SCT250 05/M01 A3019,M
SCH,2019-12-28 20:50,37.40,28.40,69.67,290.00,9.00,0.00,30.22,M,10.00,19.00,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,30.23,KSCH 282050Z 29009G19KT 10SM OVC028 03/M02 A3022,M
SCH,2019-12-28 21:45,37.40,28.40,69.67,300.00,7.00,0.00,30.22,M,10.00,M,BKN,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,31.36,KSCH 282145Z 30007KT 10SM BKN028 03/M02 A3022,M
SCH,2019-12-29 01:45,33.80,26.60,74.63,280.00,6.00,0.00,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.70,KSCH 290145Z 28006KT 10SM CLR 01/M03 A3021 RMK LAST,M
SCH,2019-12-29 12:54,28.40,26.60,92.86,90.00,3.00,0.00,30.25,M,6.00,M,SCT,BKN,M,M,15000.00,25000.00,M,M,BR,M,M,M,M,M,M,24.57,KSCH 291254Z 09003KT 6SM BR SCT150 BKN250 M02/M03 A3025 RMK FIRST,M
SCH,2019-12-29 13:55,30.20,30.20,100.00,0.00,0.00,0.00,30.26,M,6.00,M,SCT,M,M,M,25000.00,M,M,M,BR,M,M,M,M,M,M,30.20,KSCH 291355Z 00000KT 6SM BR SCT250 M01/M01 A3026,M
SCH,2019-12-29 14:53,33.80,30.20,86.49,0.00,0.00,0.00,30.27,M,7.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,33.80,KSCH 291453Z 00000KT 7SM FEW250 01/M01 A3027,M
SCH,2019-12-29 15:55,37.40,28.40,69.67,0.00,0.00,0.00,30.25,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,37.40,KSCH 291555Z 00000KT 10SM FEW250 03/M02 A3025,M
SCH,2019-12-29 16:55,37.40,26.60,64.70,0.00,0.00,0.00,30.21,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,37.40,KSCH 291655Z 00000KT 10SM FEW250 03/M03 A3021,M
